market,funding_total_usd,region,city,funding_rounds,Founding_year,first_funding_year,last_funding_year,first_funding_gap,last_funding_gap,first_last_funding_gap,success
202,25765820,17,74,2,1990,2009,2012,19,22,3,1
29,73000000,131,87,2,2006,2006,2011,0,5,5,1
109,250000,131,432,1,0,2008,2008,0,0,0,0
146,62800000,131,486,3,2000,2007,2009,7,9,2,0
309,61650000,17,132,3,1999,2003,2007,4,8,4,1
62,500000,79,639,1,2008,2011,2011,3,3,0,1
154,3750000,104,449,2,2010,2010,2011,0,1,1,1
208,95000,132,549,1,2009,2009,2009,0,0,0,0
208,7510000,131,486,2,2005,2007,2014,2,9,7,1
102,550000,93,380,2,2007,2006,2007,-1,0,1,0
309,2000000,159,262,2,2004,2005,2010,1,6,5,1
309,12000000,131,486,1,2011,2012,2012,1,1,0,1
49,26991390,131,486,2,2003,2007,2009,4,6,2,1
309,3500000,17,386,1,1997,2006,2006,9,9,0,1
210,14200000,131,486,2,2005,2007,2009,2,4,2,0
1,17500000,17,74,4,2005,2006,2009,1,4,3,1
115,18687288,140,319,3,2001,2005,2010,4,9,5,1
137,5675000,131,569,4,2010,2010,2013,0,3,3,1
105,44500000,136,563,3,1998,2006,2009,8,11,3,1
115,35000000,131,624,2,2007,2007,2009,0,2,2,1
289,15535451,131,624,3,2001,2006,2013,5,12,7,1
148,200000,91,405,1,1996,2011,2011,15,15,0,0
309,2991652,140,302,3,2008,2006,2013,-2,5,7,1
331,4000000,131,569,3,0,2006,2009,0,0,3,1
79,10000000,131,569,4,2006,2006,2010,0,4,4,1
79,450000,109,571,1,2010,2010,2010,0,0,0,1
224,1250000,9,34,1,0,2007,2007,0,0,0,0
219,225000,26,217,1,2007,2006,2006,-1,-1,0,0
79,222000,104,449,1,0,2010,2010,0,0,0,0
264,51250,11,38,1,1999,2009,2009,10,10,0,0
309,6000000,17,666,1,1998,2005,2005,7,7,0,0
363,35000000,131,624,2,0,2009,2011,0,0,2,1
171,51000000,104,449,3,0,2000,2011,0,0,11,1
208,1750000,104,449,2,2009,2009,2011,0,2,2,1
126,265000,38,76,2,0,2007,2007,0,0,0,0
1,14500000,17,60,2,0,2008,2010,0,0,2,1
79,305000,17,74,1,2011,2011,2011,0,0,0,0
356,46914300,131,569,6,2005,2005,2009,0,4,4,0
309,0,131,569,2,2011,2012,2012,1,1,0,0
210,375000,132,555,3,2012,2012,2012,0,0,0,0
336,10000,87,372,1,2012,2012,2012,0,0,0,0
171,500000,139,586,1,2010,2010,2010,0,0,0,0
344,1725000,120,512,2,2009,2009,2010,0,1,1,1
47,4000000,17,602,1,0,2007,2007,0,0,0,1
286,982000,104,449,1,0,2008,2008,0,0,0,0
309,9250000,159,391,1,2001,2005,2005,4,4,0,1
210,50444588,135,577,3,0,2009,2010,0,0,1,0
137,4000000,17,440,1,1996,2005,2005,9,9,0,1
241,18000000,11,38,2,1997,0,2012,0,15,0,1
286,51500000,9,34,2,1999,2000,2009,1,10,9,1
224,2225000,40,23,4,2011,2012,2013,1,2,1,0
284,7000000,131,208,1,2005,2008,2008,3,3,0,1
210,0,131,569,1,0,2012,2012,0,0,0,1
1,23138876,131,569,7,2005,2006,2011,1,6,5,0
366,16000000,131,569,3,2007,2007,2011,0,4,4,1
44,1000000,104,449,1,2007,2007,2007,0,0,0,0
8,15966943,17,74,7,2003,2005,2012,2,9,7,1
270,5500000,104,449,1,2000,2007,2007,7,7,0,1
287,0,117,494,1,2008,2008,2008,0,0,0,0
35,9100000,36,1,3,2003,2006,2008,3,5,2,0
235,0,163,18,1,2011,2011,2011,0,0,0,1
289,26000000,17,458,1,2000,2005,2005,5,5,0,1
108,39000000,11,38,4,2000,2005,2010,5,10,5,0
29,27000000,17,99,3,2006,2008,2011,2,5,3,1
145,6721023,137,567,2,1999,2007,2009,8,10,2,1
47,15600000,28,127,1,0,2009,2009,0,0,0,0
102,3000000,104,449,1,2010,2011,2011,1,1,0,1
368,10400000,79,583,3,2002,2002,2005,0,3,3,1
309,2943368,131,208,1,1998,2009,2009,11,11,0,1
117,50000,138,579,1,2008,2008,2008,0,0,0,0
242,0,131,569,1,2011,2011,2011,0,0,0,1
172,2500000,131,468,2,2006,2006,2007,0,1,1,1
47,2500000,131,242,1,2007,2008,2008,1,1,0,0
29,38425000,105,85,3,0,2010,2013,0,0,3,0
148,0,148,144,1,1994,2003,2003,9,9,0,1
309,34300000,17,701,3,1993,2000,2011,7,18,11,1
254,9000000,104,449,2,2003,2008,2009,5,6,1,1
29,250000,40,23,1,0,2007,2007,0,0,0,1
29,6220000,140,381,2,2011,2012,2013,1,2,1,0
331,19501799,36,1,4,2002,2007,2010,5,8,3,1
264,1000000,137,107,1,0,2008,2008,0,0,0,0
148,29450000,17,22,3,1998,1999,2001,1,3,2,1
286,9500000,131,580,3,2006,2007,2010,1,4,3,1
309,5970000,131,580,2,1995,2005,2007,10,12,2,1
289,74000000,137,567,7,2000,2004,2009,4,9,5,0
29,60800000,159,246,3,2002,2005,2009,3,7,4,0
29,82000000,17,410,1,0,2012,2012,0,0,0,0
29,30000000,137,567,1,2013,2013,2013,0,0,0,1
121,4000000,131,569,1,2008,2008,2008,0,0,0,1
204,41000000,17,99,4,2006,2006,2011,0,5,5,1
115,13800000,131,624,2,2000,2007,2008,7,8,1,1
289,51937902,131,624,1,0,2010,2010,0,0,0,1
291,30000000,30,180,2,2000,1999,2001,-1,1,2,1
20,15000000,79,583,2,2008,2011,2013,3,5,2,1
334,9356180,131,569,2,2009,2010,2013,1,4,3,1
210,3011408,131,573,1,2008,2009,2009,1,1,0,1
148,20000,131,569,2,2012,2012,2013,0,1,1,1
309,4609282,17,451,3,2012,2012,2014,0,2,2,0
346,694000,104,449,3,2009,2009,2010,0,1,1,1
137,95892257,131,53,6,2007,2007,2011,0,4,4,1
31,1000000,131,361,1,2006,2007,2007,1,1,0,1
137,22000000,79,61,3,2010,2008,2010,-2,0,2,1
29,25000000,137,567,1,1998,2007,2007,9,9,0,1
29,3000000,17,99,1,2008,2010,2010,2,2,0,1
101,4825002,101,439,2,2008,2012,2013,4,5,1,1
79,2000000,131,486,1,2007,2006,2006,-1,-1,0,0
346,3925000,104,449,4,2011,2011,2012,0,1,1,1
301,1000000,140,593,1,2006,2007,2007,1,1,0,1
115,10000000,131,486,2,2006,2007,2011,1,5,4,1
145,55900000,131,570,6,2006,2007,2012,1,6,5,0
123,66000000,79,203,4,2009,2009,2012,0,3,3,1
102,0,130,640,1,2008,2010,2010,2,2,0,0
118,8000000,79,362,2,2007,2008,2008,1,1,0,1
303,12500000,120,512,3,2009,2010,2014,1,5,4,1
102,31490,79,362,1,0,2008,2008,0,0,0,1
301,20000000,131,530,3,2009,2009,2010,0,1,1,1
294,21350000,30,139,6,1999,1999,2002,0,3,3,1
67,800000,79,583,1,2010,2010,2010,0,0,0,1
102,75000000,116,156,1,2010,2013,2013,3,3,0,1
79,7939553,131,486,5,2008,2010,2012,2,4,2,1
346,6250000,104,449,1,2005,2006,2006,1,1,0,1
209,3900000,123,276,4,2009,2010,2011,1,2,1,0
115,3000000,137,567,1,0,2010,2010,0,0,0,1
291,11500000,116,493,1,0,2004,2004,0,0,0,1
146,61120000,131,570,4,2008,2009,2014,1,6,5,0
210,113750000,131,624,6,2004,2004,2010,0,6,6,1
305,5100000,131,569,2,2010,2010,2011,0,1,1,0
156,32000000,131,580,4,1999,1999,2007,0,8,8,1
55,4000000,104,449,3,2011,2011,2013,0,2,2,1
115,650000,79,93,1,2000,2000,2000,0,0,0,0
289,19000000,131,580,2,2003,2003,2006,0,3,3,1
264,25200000,79,529,2,1986,2000,2002,14,16,2,1
286,23600000,131,569,3,2011,2011,2014,0,3,3,0
137,13500000,131,569,3,2009,2009,2010,0,1,1,1
1,1700000,137,567,1,2013,2014,2014,1,1,0,0
29,2342500,3,582,2,2010,2011,2013,1,3,2,0
373,0,98,505,1,0,2007,2007,0,0,0,0
326,10700000,104,449,1,2012,2014,2014,2,2,0,0
309,30000000,131,569,2,2004,2007,2008,3,4,1,1
79,2500000,6,452,2,2010,2011,2012,1,2,1,1
226,18500000,59,217,1,0,2005,2005,0,0,0,1
145,56494609,79,27,6,2000,2005,2009,5,9,4,1
63,250000,32,545,1,2010,2010,2010,0,0,0,0
198,26100000,131,242,3,2004,2006,2009,2,5,3,1
309,0,131,166,2,0,2004,2007,0,0,3,0
289,58401855,131,624,1,1989,2010,2010,21,21,0,1
289,57005567,131,580,3,0,2008,2011,0,0,3,1
309,6000000,38,689,1,1997,2005,2005,8,8,0,1
309,300000,104,449,1,2005,2011,2011,6,6,0,0
133,22100000,131,398,3,2008,2008,2011,0,3,3,1
309,3500000,17,62,1,1999,2006,2006,7,7,0,1
180,40000000,9,34,2,1999,2008,2013,9,14,5,1
167,108000000,59,410,3,1997,2000,2007,3,10,7,1
79,3427334,118,499,2,2006,2009,2010,3,4,1,0
205,7000000,32,145,1,1997,2008,2008,11,11,0,1
148,6500,70,78,1,2009,2009,2009,0,0,0,0
210,0,131,569,2,2010,2010,2010,0,0,0,1
126,15290000,120,512,4,2009,2009,2013,0,4,4,1
250,7100000,131,569,2,2001,2003,2005,2,4,2,1
1,9807367,131,569,3,2009,2009,2010,0,1,1,1
336,0,131,569,1,2012,2011,2011,-1,-1,0,1
79,1000000,112,176,1,2011,2011,2011,0,0,0,0
309,2100000,38,177,1,0,2006,2006,0,0,0,1
145,6983000,9,13,4,2006,2010,2014,4,8,4,0
289,14920000,33,151,2,1986,2005,2006,19,20,1,1
309,562250,9,456,1,1988,2009,2009,21,21,0,0
208,5700000,104,449,3,2003,2004,2007,1,4,3,0
29,1092283,68,307,3,0,2009,2014,0,0,5,0
301,3000000,131,569,1,2011,2011,2011,0,0,0,1
79,0,131,569,1,0,2007,2007,0,0,0,1
362,4575000,104,449,3,2010,2010,2011,0,1,1,1
8,8950000,131,569,3,2010,2011,2013,1,3,2,1
219,1040000,131,569,1,0,2006,2006,0,0,0,1
29,9600000,140,593,1,2001,2014,2014,13,13,0,0
145,12000000,17,48,1,2001,2005,2005,4,4,0,0
286,39730000,36,535,4,2003,2005,2010,2,7,5,1
8,25000000,131,233,1,2000,2008,2008,8,8,0,1
154,4200000,75,337,1,2011,2011,2011,0,0,0,0
309,6000000,137,567,1,0,2006,2006,0,0,0,0
364,4000000,30,139,4,1998,2000,2003,2,5,3,1
64,24000000,131,570,2,2007,2008,2009,1,2,1,1
289,18800000,36,535,1,2000,2007,2007,7,7,0,1
29,28000000,131,569,1,0,2005,2005,0,0,0,0
247,82000000,17,99,4,2004,2004,2006,0,2,2,1
309,1650000,120,512,4,1998,2006,2012,8,14,6,0
282,4640537,91,157,2,2007,2007,2008,0,1,1,1
309,7000000,131,569,1,2001,2005,2005,4,4,0,1
363,0,126,369,1,1999,1999,1999,0,0,0,0
61,64967223,131,624,5,2005,2009,2014,4,9,5,1
137,17999998,79,385,3,2006,2008,2011,2,5,3,0
309,250000,159,670,1,2011,2011,2011,0,0,0,0
145,150000,93,416,1,2007,2009,2009,2,2,0,0
137,25000,118,499,2,2007,2008,2010,1,3,2,0
290,1100000,104,449,1,2009,2010,2010,1,1,0,1
79,0,9,34,1,2007,2008,2008,1,1,0,0
4,91000000,131,432,3,2009,2009,2012,0,3,3,1
210,4000000,131,573,1,0,2008,2008,0,0,0,0
115,40800000,131,432,5,2006,2007,2012,1,6,5,1
269,13250000,131,624,2,2005,2006,2008,1,3,2,0
210,16800000,17,74,3,2003,2004,2007,1,4,3,1
363,68400000,131,580,4,2000,2001,2008,1,8,7,1
1,17000000,131,432,2,2003,2006,2008,3,5,2,0
210,2600000,131,569,1,2001,2011,2011,10,10,0,0
309,4000000,148,628,1,2001,2007,2007,6,6,0,0
309,600000,137,567,1,0,2014,2014,0,0,0,0
137,0,118,499,1,2007,2007,2007,0,0,0,0
175,2000000,104,449,1,2010,2012,2012,2,2,0,0
146,20000000,13,254,1,0,2009,2009,0,0,0,0
79,38025999,131,486,4,2010,2010,2013,0,3,3,1
286,20000,131,486,1,0,2013,2013,0,0,0,1
250,78000000,131,569,4,2005,2005,2008,0,3,3,1
79,3000000,131,569,2,0,2008,2008,0,0,0,1
137,2750000,38,177,2,2009,2009,2010,0,1,1,0
145,14500000,131,233,2,2004,2004,2005,0,1,1,1
301,15000,131,569,1,0,2008,2008,0,0,0,1
79,20000,131,468,1,2010,2010,2010,0,0,0,0
146,244000000,116,429,6,2009,2008,2011,-1,2,3,1
301,3000000,131,570,1,2008,2008,2008,0,0,0,0
1,4000000,131,573,1,2005,2005,2005,0,0,0,0
309,127839,30,44,1,2009,2012,2012,3,3,0,0
374,2638000,38,76,3,2012,2012,2014,0,2,2,1
29,5220000,17,60,4,0,2006,2009,0,0,3,1
157,4600000,17,74,4,2010,2011,2014,1,4,3,1
309,250000,30,351,1,1999,2005,2005,6,6,0,1
363,48670000,67,306,3,0,2005,2011,0,0,6,1
152,15500000,159,670,2,2012,2012,2013,0,1,1,1
1,5000000,131,569,1,2004,2008,2008,4,4,0,0
102,6940000,79,655,5,2009,2010,2014,1,5,4,0
66,14399999,140,528,4,2005,2006,2010,1,5,4,1
309,2000000,6,10,1,2009,2010,2010,1,1,0,0
79,60000,112,176,1,2009,2009,2009,0,0,0,0
335,30000,138,259,1,2010,2010,2010,0,0,0,0
210,1500000,104,449,1,2011,2011,2011,0,0,0,1
250,43500000,131,569,2,1999,1999,2000,0,1,1,1
309,22300000,140,52,2,2003,2005,2006,2,3,1,1
79,0,38,76,1,2011,2011,2011,0,0,0,1
301,650000,131,569,1,0,2007,2007,0,0,0,0
102,8800000,120,512,3,2000,2001,2001,1,1,0,1
49,759260,131,569,2,2010,2013,2013,3,3,0,1
1,0,131,569,1,2007,2008,2008,1,1,0,0
1,4000000,131,486,1,2006,2007,2007,1,1,0,1
208,12000000,140,593,2,2005,2006,2007,1,2,1,1
56,716807,131,242,1,2009,2011,2011,2,2,0,0
141,100000,131,569,1,2011,2013,2013,2,2,0,1
79,15000,131,486,1,2008,2008,2008,0,0,0,0
297,4074999,116,493,3,2007,2009,2013,2,6,4,0
137,25000000,131,569,3,0,2002,2006,0,0,4,1
309,2076250,36,535,1,2010,2009,2009,-1,-1,0,1
71,20000,159,28,1,2009,2009,2009,0,0,0,0
137,120000,140,315,1,2008,2008,2008,0,0,0,0
309,1320384,131,432,1,2010,2011,2011,1,1,0,0
301,410000,30,436,2,2012,2013,2014,1,2,1,0
79,560000,104,449,1,0,2008,2008,0,0,0,1
301,47500000,79,583,2,0,2006,2006,0,0,0,1
115,11750000,13,43,3,2006,2008,2010,2,4,2,1
300,240000,104,449,1,2008,2008,2008,0,0,0,1
142,500000,79,583,1,2010,2010,2010,0,0,0,0
115,9400000,131,569,3,2005,2009,2010,4,5,1,1
208,1000000,131,504,1,2012,2012,2012,0,0,0,0
309,12000,79,362,1,2007,2011,2011,4,4,0,1
301,1900000,104,89,2,2010,2011,2012,1,2,1,1
210,1820000,131,569,3,2008,2011,2012,3,4,1,1
301,2250000,131,569,2,0,2006,2007,0,0,1,0
309,2776000,131,569,3,2010,2010,2012,0,2,2,0
121,10000000,131,569,3,2007,2007,2009,0,2,2,1
79,0,131,569,1,2004,2007,2007,3,3,0,0
301,500000,104,449,1,2006,2007,2007,1,1,0,1
309,10000000,131,564,1,2009,2010,2010,1,1,0,1
115,46770000,131,486,8,2002,2004,2012,2,10,8,1
126,415000,38,76,2,2007,2007,2007,0,0,0,1
172,45000,131,587,2,2012,2012,2012,0,0,0,0
105,750000,17,99,1,2010,2013,2013,3,3,0,1
301,0,31,141,1,0,2012,2012,0,0,0,0
127,7500000,105,217,1,1993,2012,2012,19,19,0,1
84,30000000,36,167,2,2005,2009,2010,4,5,1,1
355,15000000,17,74,1,1999,2010,2010,11,11,0,1
145,19000000,87,408,2,0,2002,2008,0,0,6,1
29,95000,6,91,1,0,2012,2012,0,0,0,0
47,39903889,131,580,3,2002,2006,2010,4,8,4,1
198,3850000,59,620,2,0,2009,2011,0,0,2,1
47,10000000,131,624,1,0,2007,2007,0,0,0,0
47,253000000,131,411,4,2006,2007,2010,1,4,3,1
310,6077370,94,95,1,0,2011,2011,0,0,0,1
325,105050000,11,38,7,2004,2007,2014,3,10,7,1
47,1000000,17,453,1,2006,2008,2008,2,2,0,0
12,0,17,74,1,2012,2012,2012,0,0,0,1
223,51700000,135,605,6,2005,2005,2012,0,7,7,1
47,211403000,131,570,8,2005,2006,2012,1,7,6,0
47,18000000,79,423,1,2005,2008,2008,3,3,0,1
309,5230000,131,166,1,1992,2006,2006,14,14,0,1
309,40000000,131,166,3,2002,2005,2007,3,5,2,1
29,21688477,105,516,6,0,2009,2014,0,0,5,0
47,325000,131,569,1,2009,2009,2009,0,0,0,0
29,93000000,131,610,2,0,2005,2006,0,0,1,1
146,21950000,131,274,2,1995,2010,2010,15,15,0,1
309,23500000,39,17,3,2009,2010,2012,1,3,2,1
29,800000,131,486,1,0,2008,2008,0,0,0,0
286,0,107,476,1,2000,2011,2011,11,11,0,1
115,0,131,624,1,2001,2009,2009,8,8,0,1
198,1567504319,131,242,8,2005,2006,2011,1,6,5,0
137,5550000,79,203,3,2007,2008,2009,1,2,1,1
224,200000,104,449,1,2010,2012,2012,2,2,0,0
235,0,131,624,1,2012,2012,2012,0,0,0,0
219,6700000,104,358,2,2007,2011,2013,4,6,2,1
219,4500000,17,74,1,1999,2007,2007,8,8,0,1
181,25000,118,499,1,2008,2008,2008,0,0,0,0
29,90889217,131,624,6,2005,2010,2014,5,9,4,0
29,42568495,137,567,5,2006,2009,2013,3,7,4,0
79,50000,50,243,1,2011,2012,2012,1,1,0,0
146,10850948,17,440,6,2004,2009,2012,5,8,3,0
196,10000000,131,569,1,2006,2011,2011,5,5,0,1
324,7000000,140,593,1,0,2006,2006,0,0,0,0
286,500000,131,569,2,0,2011,2012,0,0,1,1
24,200000,104,449,1,2007,2008,2008,1,1,0,1
316,2250000,135,409,2,2011,2012,2014,1,3,2,1
79,4190185,131,208,4,0,2008,2013,0,0,5,0
309,49000000,17,155,5,2005,2005,2012,0,7,7,1
137,3000000,131,94,1,0,2012,2012,0,0,0,1
79,40000,30,139,1,2010,2011,2011,1,1,0,0
1,13000000,104,449,3,2010,2010,2013,0,3,3,0
218,509412,131,166,1,2008,2008,2008,0,0,0,1
309,150000,17,74,1,2010,2011,2011,1,1,0,0
79,1000000,140,593,1,2010,2010,2010,0,0,0,1
115,0,17,99,2,2010,2010,2010,0,0,0,0
210,1201000,140,593,2,2010,2010,2013,0,3,3,1
115,0,105,285,1,1994,2006,2006,12,12,0,1
145,21489278,131,624,2,2004,2009,2010,5,6,1,1
264,988957,131,581,1,2007,2010,2010,3,3,0,0
145,2502820,138,259,5,0,2009,2012,0,0,3,0
289,39000000,11,38,5,2006,2006,2010,0,4,4,1
47,41400000,120,281,1,2008,2010,2010,2,2,0,0
309,13100000,13,642,2,1996,2007,2008,11,12,1,1
363,1911478,140,593,2,2007,2010,2011,3,4,1,1
1,5000000,40,238,1,2003,2008,2008,5,5,0,0
309,0,79,325,1,0,2010,2010,0,0,0,1
120,300000,40,552,1,2007,2008,2008,1,1,0,0
102,12200000,39,148,1,0,2014,2014,0,0,0,0
167,150000,93,416,1,2012,2014,2014,2,2,0,0
309,68000000,131,432,4,2004,2005,2008,1,4,3,1
309,3869960,131,450,2,2006,2007,2010,1,4,3,1
79,300000,104,449,1,0,2010,2010,0,0,0,1
299,2300000,17,74,1,2010,2012,2012,2,2,0,1
137,150000,104,449,1,2010,2010,2010,0,0,0,0
219,45000000,104,449,3,2004,2006,2007,2,3,1,0
363,9000000,17,74,1,0,2008,2008,0,0,0,1
47,2000000,17,48,1,2069,2010,2010,-59,-59,0,1
219,0,104,448,1,2011,2011,2011,0,0,0,0
205,800000,59,620,2,2006,2006,2007,0,1,1,0
284,7000000,98,589,1,2006,2006,2006,0,0,0,1
79,400000,131,569,1,2010,2010,2010,0,0,0,1
79,2000000,131,569,1,0,2008,2008,0,0,0,0
79,0,104,449,1,2011,2011,2011,0,0,0,0
79,147000,9,456,1,2009,2010,2010,1,1,0,0
312,11489687,131,569,3,2005,2007,2008,2,3,1,1
210,3500000,131,569,1,2012,2012,2012,0,0,0,1
126,358969,38,76,2,2009,2010,2011,1,2,1,1
368,7500000,159,598,1,1998,2000,2000,2,2,0,1
79,600000,104,449,1,2011,2012,2012,1,1,0,0
256,1150000,104,89,2,2011,2011,2012,0,1,1,0
336,0,131,166,1,2011,2012,2012,1,1,0,1
79,450000,131,580,1,2007,2007,2007,0,0,0,0
25,1300000,131,569,2,2011,2012,2013,1,2,1,1
120,250000,104,449,1,2012,2012,2012,0,0,0,0
1,12000000,38,689,2,2006,2008,2010,2,4,2,1
145,10000000,156,345,1,1988,2007,2007,19,19,0,1
29,23277501,17,74,2,0,2009,2011,0,0,2,0
309,37339356,131,573,2,2004,2007,2008,3,4,1,1
210,0,72,480,1,1999,2010,2010,11,11,0,1
1,8300000,131,569,2,2008,2007,2008,-1,0,1,1
126,1015000,66,67,1,2008,2010,2010,2,2,0,0
309,18000000,93,416,1,0,2003,2003,0,0,0,1
79,175500,159,28,1,0,2011,2011,0,0,0,0
188,25000,148,618,1,2012,2013,2013,1,1,0,0
102,15000,131,569,2,2010,2010,2012,0,2,2,1
117,4240262,79,489,2,2012,2009,2014,-3,2,5,1
284,550000,131,569,1,0,2012,2012,0,0,0,0
115,15000000,17,74,2,2012,2012,2013,0,1,1,1
167,2000000,72,310,1,2012,2012,2012,0,0,0,0
282,7500000,131,569,1,2010,2011,2011,1,1,0,1
208,250000,140,593,1,2012,2013,2013,1,1,0,0
320,10000,137,567,1,2009,2012,2012,3,3,0,0
210,3000000,104,449,2,2011,2011,2012,0,1,1,1
77,4500,34,154,2,2012,2012,2012,0,0,0,0
289,61503944,136,563,4,2006,2009,2009,3,3,0,0
105,6016903,131,569,2,2009,2009,2011,0,2,2,0
115,10500003,38,76,6,2009,2009,2012,0,3,3,1
309,3500000,131,573,1,2004,2007,2007,3,3,0,1
79,15100000,125,253,1,0,2014,2014,0,0,0,0
79,0,79,362,1,0,2010,2010,0,0,0,1
115,2500000,17,95,1,0,2006,2006,0,0,0,1
73,20000,6,245,1,2012,2012,2012,0,0,0,0
102,8000000,30,139,2,1999,1999,2000,0,1,1,1
316,13000000,38,90,1,2012,2012,2012,0,0,0,0
79,15000000,116,493,1,1999,2008,2008,9,9,0,1
294,13000000,11,38,1,2006,2013,2013,7,7,0,0
289,1000000,6,299,1,0,2005,2005,0,0,0,0
115,6000000,131,569,2,2006,2007,2008,1,2,1,1
314,200000,140,593,1,2009,2011,2011,2,2,0,1
79,750000,140,593,3,2008,2007,2010,-1,2,3,1
79,0,120,512,1,2011,2012,2012,1,1,0,0
303,423000,123,522,1,2013,2014,2014,1,1,0,0
286,10000000,9,13,1,2003,2006,2006,3,3,0,1
198,4405204,38,258,2,0,2014,2014,0,0,0,0
29,17566976,22,508,6,1999,2010,2013,11,14,3,0
210,1900000,104,449,2,2009,2010,2010,1,1,0,0
79,325000,131,624,3,2007,2008,2008,1,1,0,0
226,18700000,131,569,3,2008,2008,2011,0,3,3,1
346,25000,118,499,1,0,2008,2008,0,0,0,0
210,3400000,80,364,1,2000,2010,2010,10,10,0,1
286,1100000,131,94,1,2008,2012,2012,4,4,0,1
79,250000,30,139,1,2009,2009,2009,0,0,0,0
115,44541657,11,38,5,2001,2008,2012,7,11,4,1
102,6000000,72,473,1,1996,2007,2007,11,11,0,1
203,2023000,131,569,3,2009,2009,2011,0,2,2,1
115,10800000,104,449,2,2006,2006,2008,0,2,2,0
115,31500000,131,580,3,2009,2009,2011,0,2,2,1
309,13000000,11,38,1,2007,2007,2007,0,0,0,0
316,28000000,17,386,2,2004,2007,2008,3,4,1,1
105,10000000,13,43,1,2010,2012,2012,2,2,0,0
309,10700000,38,177,5,2001,2005,2009,4,8,4,1
29,20929000,140,593,6,2007,2010,2014,3,7,4,0
309,185083586,93,190,1,0,2009,2009,0,0,0,1
309,39000000,17,344,5,2003,2005,2012,2,9,7,1
29,12000000,9,34,1,0,2012,2012,0,0,0,0
49,875000,131,569,1,2012,2014,2014,2,2,0,1
19,7900000,79,362,2,2004,2007,2008,3,4,1,1
289,58000000,131,624,7,2002,2006,2012,4,10,6,1
145,210000,142,122,1,2010,2011,2011,1,1,0,0
372,2500000,131,569,1,2010,2010,2010,0,0,0,1
29,28000000,17,99,3,0,2007,2011,0,0,4,1
98,8500000,104,449,1,2008,2012,2012,4,4,0,1
329,0,131,569,1,2000,2005,2005,5,5,0,1
105,3000000,22,367,1,2007,2008,2008,1,1,0,1
79,18500000,104,449,4,2002,2001,2011,-1,9,10,1
115,0,131,569,1,2010,2010,2010,0,0,0,0
102,5000000,104,449,2,2008,2009,2011,1,3,2,1
297,3500000,17,99,3,2006,2007,2009,1,3,2,1
123,2620000,131,569,1,0,2006,2006,0,0,0,1
1,210000,79,362,1,0,2010,2010,0,0,0,0
123,26000006,104,449,3,2004,2008,2010,4,6,2,1
123,1500000,104,449,1,2010,2010,2010,0,0,0,0
123,20000,31,141,1,2011,2011,2011,0,0,0,0
294,0,104,449,1,2013,2013,2013,0,0,0,1
105,3000000,131,432,1,0,2011,2011,0,0,0,1
208,500000,79,362,1,2009,2009,2009,0,0,0,0
210,500000,11,38,1,2011,2012,2012,1,1,0,0
289,16512391,131,624,3,1997,2006,2011,9,14,5,1
277,750000,159,621,1,2006,2007,2007,1,1,0,1
198,0,46,149,1,1989,2012,2012,23,23,0,0
47,18500000,17,99,4,2008,2009,2013,1,5,4,1
281,1400000,110,374,2,2010,2010,2011,0,1,1,1
47,640800000,159,54,6,2003,2008,2013,5,10,5,1
22,375000,30,139,1,2013,2012,2012,-1,-1,0,0
47,12703000,139,586,2,0,2008,2011,0,0,3,0
289,44500000,131,570,1,1985,2014,2014,29,29,0,1
105,100000,131,569,1,2009,2008,2008,-1,-1,0,0
146,35800000,93,416,2,1995,2010,2011,15,16,1,1
210,20200000,79,655,3,2010,2010,2012,0,2,2,1
264,100000,104,449,1,2012,2012,2012,0,0,0,0
309,0,131,486,1,0,2008,2008,0,0,0,0
29,3999974,17,86,1,0,2010,2010,0,0,0,1
1,800000,104,449,1,2010,2012,2012,2,2,0,0
309,23037230,11,38,2,0,2006,2009,0,0,3,1
79,3500000,104,449,2,2005,2005,2006,0,1,1,1
148,2972000,132,555,2,1981,2009,2013,28,32,4,0
79,550000,104,449,1,2009,2010,2010,1,1,0,1
363,34000000,131,570,1,0,2009,2009,0,0,0,0
193,800000,131,569,2,2012,2013,2013,1,1,0,0
79,4650000,159,670,2,1998,2001,2002,3,4,1,1
79,11300000,17,74,3,2010,2006,2010,-4,0,4,0
192,4500000,131,569,2,2012,2012,2013,0,1,1,1
301,350000,36,167,1,2008,2008,2008,0,0,0,0
301,2000000,87,408,1,2004,2010,2010,6,6,0,0
148,300000,104,449,1,2011,2011,2011,0,0,0,0
1,1486851,131,569,3,2008,2008,2010,0,2,2,0
212,50000,131,569,1,2013,2012,2012,-1,-1,0,0
284,2000000,131,569,2,2005,2006,2007,1,2,1,0
63,1000000,105,356,1,1989,2014,2014,25,25,0,1
12,15599906,140,593,6,2002,2009,2011,7,9,2,1
309,0,78,193,1,1995,2001,2001,6,6,0,1
309,5000000,11,38,1,1998,2005,2005,7,7,0,0
309,70500000,131,101,3,1998,2000,2006,2,8,6,1
298,18000,145,625,1,2012,2013,2013,1,1,0,0
50,19700000,140,593,6,2007,2009,2014,2,7,5,1
29,20000000,159,544,1,2006,2006,2006,0,0,0,1
289,26200000,109,326,3,2001,2007,2009,6,8,2,1
309,7341000,140,593,4,0,2008,2010,0,0,2,1
309,4500000,159,621,1,2003,2005,2005,2,2,0,1
