market,funding_total_usd,region,city,funding_rounds,Founding_year,first_funding_year,last_funding_year,first_funding_gap,last_funding_gap,first_last_funding_gap,success
134,3762066,131,569,3,2007,2007,2010,0,3,3,0
309,28679147,131,569,4,2008,2010,2014,2,6,4,1
108,250000,101,372,1,2010,2010,2010,0,0,0,0
208,500000,127,540,1,2006,2006,2006,0,0,0,1
79,30000,54,711,1,2010,2011,2011,1,1,0,0
49,11800159,140,52,3,2007,2009,2011,2,4,2,1
154,5600000,6,299,1,0,2011,2011,0,0,0,0
332,2100000,17,99,3,2009,2010,2013,1,4,3,1
122,3052000,104,449,2,2010,2010,2012,0,2,2,1
351,11491490,104,449,4,2009,2011,2013,2,4,2,1
145,500000,131,624,1,2004,2005,2005,1,1,0,1
146,350000,131,570,1,2009,2009,2009,0,0,0,0
309,20000,79,362,1,2013,2013,2013,0,0,0,0
115,0,111,305,1,0,2011,2011,0,0,0,1
171,300000,123,522,1,2007,2007,2007,0,0,0,0
109,9950000,104,89,3,2007,2007,2010,0,3,3,0
346,47800000,131,569,4,2009,2009,2013,0,4,4,1
309,3500000,131,398,1,0,2006,2006,0,0,0,1
102,63000000,140,52,1,1997,2001,2001,4,4,0,1
325,67000000,79,362,3,1999,2009,2013,10,14,4,0
210,7516703,159,659,4,2008,2008,2012,0,4,4,0
309,7000000,20,72,1,2000,2005,2005,5,5,0,1
309,170000,18,7,1,2013,2014,2014,1,1,0,0
289,12000000,131,624,1,2000,2008,2008,8,8,0,1
247,70000000,59,82,1,2009,2013,2013,4,4,0,1
198,14600000,131,624,1,2004,2011,2011,7,7,0,1
47,905000,139,586,1,2009,2010,2010,1,1,0,0
146,250000,30,139,1,2012,2012,2012,0,0,0,0
52,16300000,17,95,2,2008,2011,2011,3,3,0,1
63,4200000,17,22,1,2055,2010,2010,-45,-45,0,0
309,21900000,17,666,3,2005,2007,2011,2,6,4,1
372,14078664,131,486,3,2007,2007,2011,0,4,4,0
145,52800000,17,99,2,1997,1998,2000,1,3,2,1
47,0,131,580,1,2008,2010,2010,2,2,0,0
169,0,131,56,1,2006,2007,2007,1,1,0,1
362,0,22,367,1,2012,2012,2012,0,0,0,1
76,25000,101,84,1,2012,2012,2012,0,0,0,0
309,1000000,104,449,1,2002,2007,2007,5,5,0,1
154,0,154,127,1,0,2002,2002,0,0,0,1
20,2400000,32,145,1,2011,2013,2013,2,2,0,1
102,23000000,104,554,2,2004,2006,2008,2,4,2,0
303,650000,79,362,1,0,2008,2008,0,0,0,0
219,30300000,131,569,4,1999,2006,2011,7,12,5,0
20,200000,66,21,1,0,2013,2013,0,0,0,0
47,13700000,131,242,1,2007,2010,2010,3,3,0,1
250,250000,79,203,1,2012,2012,2012,0,0,0,1
363,35985886,131,504,5,2000,2006,2010,6,10,4,1
181,8500000,131,486,2,2005,2005,2007,0,2,2,1
146,310000,136,70,1,2011,2012,2012,1,1,0,0
21,2200000,88,540,1,2000,2009,2009,9,9,0,0
47,71400000,137,567,4,2008,2010,2013,2,5,3,1
198,7000000,131,468,1,2008,2014,2014,6,6,0,0
47,10089048,74,335,1,0,2010,2010,0,0,0,0
47,130300000,131,569,4,1999,2009,2012,10,13,3,0
126,14000000,59,464,2,1995,2010,2010,15,15,0,0
69,74000000,79,583,5,2006,2006,2013,0,7,7,1
202,6500000,131,486,2,2005,2006,2007,1,2,1,0
8,12700000,131,573,2,2010,2010,2013,0,3,3,1
79,0,104,89,1,0,2012,2012,0,0,0,0
309,5067737,11,38,2,1988,2011,2012,23,24,1,0
105,1700000,117,123,2,0,2008,2009,0,0,1,1
305,2097100,17,74,3,0,2010,2011,0,0,1,0
47,150000,118,110,1,2012,2012,2012,0,0,0,0
1,6000000,131,624,1,2002,2006,2006,4,4,0,1
102,3000000,78,290,2,2011,2013,2013,2,2,0,0
115,8864292,36,167,2,1994,2008,2010,14,16,2,1
145,49600000,164,710,2,1980,2007,2008,27,28,1,1
47,40000000,159,249,2,2000,2006,2008,6,8,2,1
146,44000000,140,75,2,1995,2005,2006,10,11,1,1
137,40000,79,362,1,2010,2011,2011,1,1,0,0
309,5500000,105,601,1,2007,2008,2008,1,1,0,0
115,3400000,131,398,1,2010,2010,2010,0,0,0,1
145,425130,131,363,2,0,2008,2009,0,0,1,1
115,14600000,131,569,2,2007,2007,2008,0,1,1,0
29,6500000,88,400,1,2007,2010,2010,3,3,0,1
105,100000,104,89,1,2012,2012,2012,0,0,0,0
29,89400001,137,567,4,2007,2010,2012,3,5,2,1
309,0,151,646,2,1986,2008,2009,22,23,1,1
341,200000,39,178,2,2009,2009,2009,0,0,0,0
176,0,128,241,1,2005,2005,2005,0,0,0,0
115,35800000,159,659,2,1999,2006,2007,7,8,1,1
172,500000,30,139,1,2010,2009,2009,-1,-1,0,0
265,1000000,131,569,2,2011,2012,2012,1,1,0,1
269,118000000,6,299,4,0,2002,2010,0,0,8,1
79,0,131,569,1,2011,2012,2012,1,1,0,1
146,6700000,116,673,2,0,2009,2009,0,0,0,0
137,39450000,79,97,4,2000,2005,2009,5,9,4,1
145,300000,131,569,1,2005,2011,2011,6,6,0,0
47,71900834,131,573,6,1999,2004,2010,5,11,6,1
309,5000000,123,189,2,2006,2006,2008,0,2,2,0
29,49733850,105,547,3,1986,2010,2013,24,27,3,0
113,30310,39,178,1,2012,2014,2014,2,2,0,0
154,15500000,104,695,1,0,2014,2014,0,0,0,1
105,19391496,131,101,2,2011,2011,2013,0,2,2,1
145,13000000,131,569,2,2004,2009,2010,5,6,1,0
9,1500000,131,486,1,2012,2013,2013,1,1,0,1
289,2450000,131,570,1,2000,2010,2010,10,10,0,1
283,5440000,30,303,2,1997,2009,2010,12,13,1,1
137,0,30,139,1,2008,2008,2008,0,0,0,0
115,16000000,131,233,1,2001,2005,2005,4,4,0,1
167,5500000,6,10,1,2005,2009,2009,4,4,0,1
29,88950000,61,288,2,1989,2006,2007,17,18,1,1
116,65000000,17,99,5,0,2001,2008,0,0,7,1
210,4250000,131,573,1,2010,2012,2012,2,2,0,1
28,3572737,131,361,3,2011,2011,2014,0,3,3,1
146,6148584,34,154,2,0,2011,2012,0,0,1,0
127,1500000,131,569,1,2011,2012,2012,1,1,0,1
47,2050000,104,449,3,2009,2011,2014,2,5,3,0
198,20000000,104,449,1,1985,2009,2009,24,24,0,0
137,0,104,449,1,2011,2012,2012,1,1,0,0
47,33052663,104,89,5,2007,1999,2012,-8,5,13,1
210,19000000,36,535,1,0,2006,2006,0,0,0,1
301,5000000,17,22,1,0,2006,2006,0,0,0,1
145,6100000,42,214,1,2001,2005,2005,4,4,0,0
150,8000000,79,583,3,2003,2011,2013,8,10,2,1
309,2250000,9,34,2,1998,1999,2000,1,2,1,1
309,0,140,593,1,2011,2012,2012,1,1,0,0
289,59000000,96,270,4,2001,2004,2011,3,10,7,1
49,3500000,93,416,1,2009,2011,2011,2,2,0,1
115,0,15,63,1,2000,2013,2013,13,13,0,1
309,4000000,104,449,1,2004,2007,2007,3,3,0,0
116,3300000,135,518,2,2007,2007,2009,0,2,2,1
1,70000,59,269,2,2007,2007,2007,0,0,0,1
29,18050007,136,563,3,0,2009,2011,0,0,2,1
79,40000,87,372,1,2008,2010,2010,2,2,0,1
102,17000000,17,22,2,0,2006,2008,0,0,2,1
155,781310880,38,266,2,0,2011,2014,0,0,3,0
264,5280000,117,494,1,1994,2005,2005,11,11,0,1
305,32000000,17,74,2,2005,2006,2007,1,2,1,0
148,8200001,61,288,1,2008,2014,2014,6,6,0,0
137,1500000,79,362,1,2008,2009,2009,1,1,0,0
29,6381500,59,444,4,2008,2009,2014,1,6,5,0
210,35000000,131,573,2,1998,2000,2002,2,4,2,1
126,0,140,250,1,0,2008,2008,0,0,0,1
47,20000000,6,162,1,0,2007,2007,0,0,0,1
47,4800000,96,539,1,0,2008,2008,0,0,0,1
226,120000,104,89,1,2013,2013,2013,0,0,0,0
203,6875000,79,459,2,2008,2008,2011,0,3,3,1
115,47000000,88,438,3,1984,2001,2004,17,20,3,1
29,12000000,87,372,1,1994,2006,2006,12,12,0,1
301,0,131,486,1,2011,2011,2011,0,0,0,1
47,2000000,38,359,1,2002,2008,2008,6,6,0,0
309,2551000,72,341,2,0,2011,2011,0,0,0,0
309,3600000,140,593,2,2000,2006,2009,6,9,3,1
309,0,38,90,1,0,2010,2010,0,0,0,1
29,0,40,23,1,0,2014,2014,0,0,0,0
146,39122000,131,575,4,1996,2008,2012,12,16,4,1
79,740000,131,486,1,0,2010,2010,0,0,0,1
47,8000000,117,494,1,0,2009,2009,0,0,0,0
309,90000,91,405,1,2010,2012,2012,2,2,0,0
362,4662500,131,573,4,1999,2008,2012,9,13,4,0
309,750000,36,167,1,2008,2012,2012,4,4,0,0
115,55500000,138,259,3,2009,2009,2012,0,3,3,1
301,6850000,131,569,2,2004,2004,2007,0,3,3,0
146,60000000,131,398,1,1999,2007,2007,8,8,0,1
87,6000000,131,569,1,1997,2003,2003,6,6,0,1
224,0,159,278,1,2007,2007,2007,0,0,0,0
188,19600000,137,567,3,2004,2005,2008,1,4,3,1
79,455000,38,76,2,2007,2007,2007,0,0,0,0
309,0,140,399,1,2008,2011,2011,3,3,0,0
309,20000000,131,242,1,1998,2005,2005,7,7,0,1
309,8000000,159,186,1,1994,2006,2006,12,12,0,1
146,5850000,140,319,1,1972,2014,2014,42,42,0,0
336,750000,38,76,3,2008,2009,2011,1,3,2,1
79,0,22,367,1,0,2012,2012,0,0,0,0
309,0,105,450,1,0,2008,2008,0,0,0,0
219,2300000,131,530,1,0,2013,2013,0,0,0,1
80,3352194,123,189,3,2009,2010,2012,1,3,2,0
79,1150000,137,600,2,2009,2011,2014,2,5,3,0
309,13880000,79,489,1,2001,2008,2008,7,7,0,1
39,42497374,131,569,4,2007,2008,2013,1,6,5,1
50,55346471,116,673,4,2006,2008,2014,2,8,6,0
137,800000,6,10,1,2004,2008,2008,4,4,0,1
309,8000000,131,101,2,2007,2008,2010,1,3,2,1
252,599997,51,284,2,2009,2009,2011,0,2,2,0
201,188210000,66,296,5,2000,2004,2011,4,11,7,1
286,7660000,131,432,1,2004,2006,2006,2,2,0,1
309,2200000,151,646,1,2000,2006,2006,6,6,0,1
57,75000,30,139,1,0,2011,2011,0,0,0,0
123,18800000,104,449,2,2010,2010,2011,0,1,1,1
79,3300000,131,569,1,0,2012,2012,0,0,0,1
345,1000,104,449,1,2007,2008,2008,1,1,0,0
8,12000000,131,580,1,2002,2006,2006,4,4,0,1
309,24200000,17,22,4,1999,2007,2011,8,12,4,0
29,1125000,93,559,2,2007,2008,2010,1,3,2,1
145,17500000,105,547,2,0,2005,2008,0,0,3,1
146,40499998,131,432,3,1995,2008,2014,13,19,6,0
192,50000,41,343,1,2010,2010,2010,0,0,0,0
85,29050000,17,95,4,2007,2007,2011,0,4,4,1
126,15000000,135,561,1,0,2007,2007,0,0,0,1
346,33200000,17,453,3,1991,2006,2008,15,17,2,1
146,16000000,30,139,3,1995,2000,2001,5,6,1,1
309,167500,131,569,1,2009,2010,2010,1,1,0,0
309,7380000,131,580,1,2003,2007,2007,4,4,0,1
115,1455000,148,618,8,2007,2008,2009,1,2,1,0
32,180000,131,208,1,2011,2011,2011,0,0,0,1
292,12284118,30,213,1,2009,2014,2014,5,5,0,0
79,2000000,131,363,1,2011,2011,2011,0,0,0,0
309,15495458,118,499,3,1998,2012,2014,14,16,2,0
309,3700000,79,641,1,2005,2006,2006,1,1,0,1
102,2600000,131,569,1,2012,2012,2012,0,0,0,1
307,0,140,52,1,2009,2009,2009,0,0,0,0
131,51300000,131,573,4,2005,2005,2007,0,2,2,1
79,1200000,131,398,1,2009,2009,2009,0,0,0,0
309,2960000,131,569,1,0,2007,2007,0,0,0,1
79,0,79,362,1,0,2012,2012,0,0,0,0
137,9700000,11,38,3,2007,2007,2010,0,3,3,0
250,1300000,140,593,2,2011,2011,2012,0,1,1,1
305,1807716,104,449,3,2007,2008,2010,1,3,2,0
79,5750000,79,583,1,2010,2010,2010,0,0,0,0
301,984000,131,569,2,2012,2012,2013,0,1,1,1
64,8393798,131,573,1,2010,2014,2014,4,4,0,1
102,395000000,68,307,2,1995,2012,2013,17,18,1,1
79,10000,59,422,1,2007,2008,2008,1,1,0,0
226,0,76,344,1,2012,2012,2012,0,0,0,0
219,500000,30,139,1,2011,2011,2011,0,0,0,0
314,1052870,30,139,9,0,2010,2011,0,0,1,1
137,25000,131,569,1,2010,2013,2013,3,3,0,0
312,15700000,131,573,3,2007,2008,2009,1,2,1,0
121,0,131,168,1,2007,2007,2007,0,0,0,1
127,32999999,131,569,2,2012,2013,2014,1,2,1,0
301,0,131,569,1,2009,2010,2010,1,1,0,1
335,20600000,140,593,3,2003,2004,2007,1,4,3,1
102,15031860,17,560,5,2008,2009,2013,1,5,4,0
102,60000,9,34,1,2008,2010,2010,2,2,0,0
301,400000,104,449,1,2010,2010,2010,0,0,0,1
123,1000000,104,449,1,2009,2010,2010,1,1,0,0
208,275000,104,449,1,2009,2010,2010,1,1,0,0
1,0,79,688,1,1998,2004,2004,6,6,0,1
325,12000000,30,546,1,2003,2005,2005,2,2,0,1
121,5900000,79,362,2,2010,2010,2010,0,0,0,1
126,12000000,131,580,2,2006,2007,2009,1,3,2,1
309,5575000,79,489,4,2006,2007,2012,1,6,5,1
47,32630837,131,570,4,2003,2006,2009,3,6,3,1
1,6000000,131,569,1,2002,2004,2004,2,2,0,1
309,8100000,78,415,1,1996,2010,2010,14,14,0,1
364,1500000,140,593,1,2004,2004,2004,0,0,0,0
79,8000000,30,139,2,2004,2004,2005,0,1,1,1
298,0,131,569,3,2011,2011,2011,0,0,0,0
239,9000000,17,95,1,2010,2013,2013,3,3,0,1
341,250000,11,38,1,2009,2009,2009,0,0,0,1
341,130000,104,449,1,2009,2010,2010,1,1,0,1
241,1835000,30,139,4,2009,2010,2011,1,2,1,1
29,23500000,137,567,3,0,2009,2010,0,0,1,0
198,750000,140,593,1,2014,2014,2014,0,0,0,0
146,25000,36,167,1,2013,2013,2013,0,0,0,0
8,4600000,6,299,1,0,2011,2011,0,0,0,1
1,1000000,117,634,1,2007,2008,2008,1,1,0,1
246,4933907,119,512,2,0,2009,2010,0,0,1,0
54,443000,17,99,4,2011,2012,2014,1,3,2,0
115,60000,131,486,1,2011,2011,2011,0,0,0,0
79,1700000,131,569,1,2007,2007,2007,0,0,0,0
309,173287501,30,139,2,1999,2005,2010,6,11,5,1
40,0,131,569,1,2006,2007,2007,1,1,0,0
137,10550000,78,550,2,0,2006,2008,0,0,2,0
102,100000,17,74,1,0,2010,2010,0,0,0,1
79,1000000,104,449,1,0,2011,2011,0,0,0,1
145,9195002,104,449,2,2010,2014,2014,4,4,0,0
309,12600000,131,398,2,0,2005,2006,0,0,1,0
126,1915000,131,486,3,2007,2007,2009,0,2,2,1
77,0,110,699,1,2012,2012,2012,0,0,0,0
286,32000000,104,449,3,1996,2006,2013,10,17,7,1
181,6500000,120,512,1,1999,2005,2005,6,6,0,1
92,7000000,131,569,2,2011,2012,2013,1,2,1,1
198,500000,137,107,1,2014,2014,2014,0,0,0,0
115,980000,17,79,1,2001,2006,2006,5,5,0,0
210,25131611,9,34,3,2001,2006,2007,5,6,1,1
272,522000000,17,74,3,0,2010,2012,0,0,2,1
20,1451000000,6,299,9,2008,2008,2012,0,4,4,1
373,11510000,17,74,3,2008,2009,2011,1,3,2,0
79,9200000,11,38,2,2005,2005,2007,0,2,2,1
210,0,78,483,1,0,2006,2006,0,0,0,0
284,700000,131,56,1,2010,2011,2011,1,1,0,0
198,611387,104,449,2,2002,2010,2010,8,8,0,0
309,3000000,131,624,1,2009,2011,2011,2,2,0,1
309,6750000,98,371,2,0,2006,2007,0,0,1,0
126,350000,38,76,2,2010,2011,2011,1,1,0,1
210,1600000,131,56,1,2006,2007,2007,1,1,0,0
137,0,131,573,1,2011,2011,2011,0,0,0,0
250,0,131,624,1,2004,2004,2004,0,0,0,1
137,0,131,569,1,2012,2009,2009,-3,-3,0,0
336,1300000,131,569,3,0,2009,2009,0,0,0,0
271,14000000,79,641,1,2005,2008,2008,3,3,0,1
137,13200001,131,208,4,2005,2006,2009,1,4,3,1
350,7175000,131,569,3,2006,2006,2008,0,2,2,1
33,28300000,131,398,5,2005,2005,2008,0,3,3,1
301,475000,24,702,2,0,2011,2011,0,0,0,0
146,30000000,131,624,1,2002,2007,2007,5,5,0,1
79,1300000,131,569,1,2007,2008,2008,1,1,0,0
8,750000,131,569,1,2009,2010,2010,1,1,0,1
301,2100000,137,567,3,2010,2011,2012,1,2,1,0
102,24000000,131,569,1,1999,2012,2012,13,13,0,0
210,73255000,131,569,8,2005,2007,2014,2,9,7,1
79,600000,131,569,1,2007,2009,2009,2,2,0,1
309,1400000,131,486,1,2010,2012,2012,2,2,0,1
47,1900000,137,212,1,2009,2014,2014,5,5,0,0
210,2100000,58,332,2,2006,2008,2009,2,3,1,0
137,25000,8,31,1,2010,2012,2012,2,2,0,0
309,6629950,31,141,3,1998,2008,2013,10,15,5,1
126,12170000,131,569,1,2005,2008,2008,3,3,0,0
29,29000000,17,99,1,2003,2010,2010,7,7,0,1
126,20000000,104,449,2,2007,2010,2012,3,5,2,1
192,575000,104,449,1,2010,2011,2011,1,1,0,1
210,250000,131,569,2,2008,2008,2008,0,0,0,0
44,350000,131,569,1,0,2011,2011,0,0,0,0
210,2249999,11,38,1,2009,2009,2009,0,0,0,1
145,5600000,17,344,1,2004,2007,2007,3,3,0,0
154,1750000,131,569,2,0,2009,2010,0,0,1,1
143,3750000,104,449,2,2009,2010,2011,1,2,1,1
237,1015000,131,569,2,0,2008,2008,0,0,0,1
312,500000,131,569,1,2009,2010,2010,1,1,0,0
79,10000000,135,350,2,2006,2006,2008,0,2,2,1
172,1300000,104,449,1,2007,2008,2008,1,1,0,0
80,20000000,40,23,1,2001,2007,2007,6,6,0,1
305,14255000,131,569,3,2009,2010,2011,1,2,1,1
305,205000,131,101,1,2010,2011,2011,1,1,0,1
309,0,30,139,1,2009,2009,2009,0,0,0,1
126,0,68,307,1,0,2007,2007,0,0,0,1
309,1200000,131,573,1,2005,2009,2009,4,4,0,1
309,10000000,131,573,1,2002,2005,2005,3,3,0,1
309,10000000,159,124,1,2006,2007,2007,1,1,0,0
249,4000000,104,449,1,2002,2006,2006,4,4,0,1
250,1822922,131,569,3,2008,2008,2011,0,3,3,1
309,0,131,486,1,2011,2011,2011,0,0,0,0
9,16500000,131,569,2,2008,2011,2012,3,4,1,1
286,11000000,131,486,1,0,2007,2007,0,0,0,1
148,10000000,140,593,1,0,2010,2010,0,0,0,1
316,20000000,30,139,1,1993,2000,2000,7,7,0,1
283,0,91,405,1,2010,2010,2010,0,0,0,0
1,37049998,131,573,3,2007,2009,2012,2,5,3,1
283,200000,30,139,1,2010,2010,2010,0,0,0,0
154,500000,79,583,1,0,2012,2012,0,0,0,0
102,2484999,131,569,3,2011,2011,2014,0,3,3,1
336,0,104,449,1,0,2012,2012,0,0,0,0
305,5000000,131,432,1,0,2011,2011,0,0,0,1
301,5000000,131,432,1,2007,2008,2008,1,1,0,1
312,0,75,276,1,2011,2011,2011,0,0,0,0
68,15000,90,397,1,2012,2012,2012,0,0,0,0
210,410000,25,576,1,2009,2010,2010,1,1,0,0
277,0,104,89,1,2008,2008,2008,0,0,0,0
79,140000,140,52,1,2011,2011,2011,0,0,0,1
289,0,93,129,1,1973,1985,1985,12,12,0,0
301,1500000,131,569,1,2007,2008,2008,1,1,0,0
90,0,93,416,1,0,2012,2012,0,0,0,1
79,924752,131,624,1,2006,2012,2012,6,6,0,1
289,81017493,79,97,4,2000,2005,2010,5,10,5,1
95,30000000,79,164,2,2011,2011,2013,0,2,2,1
309,1163601,104,449,2,2009,2011,2013,2,4,2,0
137,3050000,152,382,3,2010,2011,2012,1,2,1,0
137,20000000,131,569,1,0,2011,2011,0,0,0,1
29,15000000,123,429,1,1998,2013,2013,15,15,0,1
309,111500000,135,561,3,2006,2008,2010,2,4,2,1
126,3700000,135,561,2,2010,2011,2012,1,2,1,1
126,1250000,94,95,1,2011,2012,2012,1,1,0,0
208,1000000,140,52,1,0,2007,2007,0,0,0,0
63,0,131,573,1,0,2007,2007,0,0,0,1
137,45039999,6,10,3,2008,2010,2011,2,3,1,1
137,3900000,13,289,1,2003,2010,2010,7,7,0,0
137,9000000,104,449,2,2002,2005,2005,3,3,0,1
137,3000000,17,99,2,2006,2007,2008,1,2,1,1
349,1000000,104,449,1,0,2010,2010,0,0,0,0
137,50000,131,432,1,2010,2010,2010,0,0,0,1
309,6200000,79,705,1,1991,2005,2005,14,14,0,1
146,14000000,79,463,1,0,2009,2009,0,0,0,0
137,1500000,131,398,1,2008,2008,2008,0,0,0,0
137,1000000,79,362,1,0,2011,2011,0,0,0,0
79,0,131,569,1,2010,2010,2010,0,0,0,1
210,4000,159,246,1,1999,1999,1999,0,0,0,1
250,100000,131,486,1,2012,2012,2012,0,0,0,0
210,800000,104,449,1,2009,2011,2011,2,2,0,1
126,0,131,432,1,2009,2010,2010,1,1,0,1
187,9560000,11,38,3,2010,2010,2013,0,3,3,1
138,5000000,131,166,2,0,2008,2009,0,0,1,0
309,7555000,9,707,1,0,2011,2011,0,0,0,0
31,3715000,131,569,2,2009,2009,2010,0,1,1,1
88,20000000,131,432,2,2006,2006,2008,0,2,2,1
192,26041107,93,190,2,1999,2007,2009,8,10,2,1
309,3000000,131,486,1,2006,2006,2006,0,0,0,0
79,435953,79,61,4,2010,2009,2010,-1,0,1,0
29,5100000,131,569,2,2007,2012,2014,5,7,2,0
29,5730000,159,128,4,2002,2010,2013,8,11,3,0
239,0,81,694,1,2011,2011,2011,0,0,0,0
29,17300000,131,530,2,1983,2006,2007,23,24,1,1
346,8000000,79,583,2,2004,2008,2009,4,5,1,1
309,2500000,131,486,1,2000,2005,2005,5,5,0,0
102,650000,30,139,3,2010,2010,2011,0,1,1,0
29,7740000,79,362,5,0,2010,2013,0,0,3,0
363,22165091,104,449,10,2002,2006,2010,4,8,4,1
301,16500000,79,679,3,2006,2007,2009,1,3,2,1
29,10438672,131,432,1,2009,2013,2013,4,4,0,1
79,2000000,131,486,1,2006,2007,2007,1,1,0,0
29,5426678,131,530,3,2008,2011,2013,3,5,2,0
154,3000000,61,288,1,2010,2013,2013,3,3,0,0
146,39803794,137,107,4,0,2007,2010,0,0,3,1
363,40000000,79,385,4,1996,1995,1998,-1,2,3,1
309,3070000,9,34,1,1999,2005,2005,6,6,0,1
8,11500000,159,28,3,2005,2005,2010,0,5,5,1
105,31000000,39,678,1,0,2008,2008,0,0,0,1
234,350000,120,512,2,2010,2011,2012,1,2,1,1
309,8000000,123,189,2,1997,2008,2012,11,15,4,1
309,1594999,140,593,2,0,2008,2009,0,0,1,1
301,1000000,79,583,1,2011,2011,2011,0,0,0,0
79,1700000,79,362,1,2007,2008,2008,1,1,0,0
319,2300000,131,569,1,2013,2014,2014,1,1,0,1
210,800000,131,569,1,2007,2009,2009,2,2,0,0
224,24000000,104,449,4,0,2007,2012,0,0,5,1
210,42000000,131,573,3,2007,2007,2011,0,4,4,1
373,0,104,449,1,0,2012,2012,0,0,0,1
309,9000000,159,58,2,1999,2005,2013,6,14,8,1
171,9500000,104,449,1,2008,2010,2010,2,2,0,1
29,144304548,17,344,4,2003,2010,2014,7,11,4,0
226,5500000,104,449,2,2007,2008,2008,1,1,0,1
210,6400000,120,512,2,2005,2009,2010,4,5,1,1
301,1020000,131,569,2,2009,2010,2011,1,2,1,1
227,705000,105,607,3,2008,2010,2012,2,4,2,0
264,14600000,131,570,1,0,2005,2005,0,0,0,0
264,1400000,131,468,1,0,2007,2007,0,0,0,0
137,2915018,38,30,1,2005,2010,2010,5,5,0,0
266,2454,30,139,1,2010,2011,2011,1,1,0,0
79,10750000,140,593,2,0,2009,2010,0,0,1,1
227,6322000,13,43,2,2010,2012,2013,2,3,1,1
309,1500000,38,76,1,0,2010,2010,0,0,0,0
264,6000000,137,567,1,2003,2006,2006,3,3,0,1
364,18100000,131,398,3,2003,2007,2009,4,6,2,1
47,28000000,131,649,2,1990,2008,2009,18,19,1,0
115,855000,114,585,1,2011,2012,2012,1,1,0,1
102,0,36,167,1,2012,2012,2012,0,0,0,0
210,0,131,432,1,2012,2011,2011,-1,-1,0,1
294,2300000,131,569,1,2010,2012,2012,2,2,0,0
29,14880000,17,666,1,2005,2008,2008,3,3,0,0
35,1350000,120,512,4,2012,2012,2013,0,1,1,1
284,4000000,131,432,1,0,2006,2006,0,0,0,1
126,1200000,68,307,1,1984,2009,2009,25,25,0,0
210,0,105,609,1,2002,2002,2002,0,0,0,0
326,41000000,105,224,1,1997,1997,1997,0,0,0,1
289,33000000,131,570,2,1999,2005,2006,6,7,1,1
210,30500000,91,405,2,2006,2007,2008,1,2,1,0
309,50000,13,254,1,2012,2012,2012,0,0,0,0
286,19460986,84,143,9,2000,2009,2014,9,14,5,0
286,1000000,9,34,2,2006,2008,2008,2,2,0,0
115,0,104,449,1,0,2011,2011,0,0,0,1
145,200000,96,387,1,2005,2008,2008,3,3,0,0
339,27000000,140,52,1,0,2008,2008,0,0,0,1
266,0,79,583,1,2013,2012,2012,-1,-1,0,0
204,31700000,17,99,4,0,2009,2009,0,0,0,1
309,10501415,56,264,4,0,2009,2011,0,0,2,0
115,8500000,131,624,1,0,2010,2010,0,0,0,1
29,19393087,61,288,8,2007,2008,2014,1,7,6,0
29,950000,131,5,2,2006,2009,2010,3,4,1,1
126,2545000,116,455,1,2008,2012,2012,4,4,0,0
115,6640000,38,76,4,2008,2008,2011,0,3,3,1
363,2190000,131,486,2,2007,2008,2009,1,2,1,0
29,22500000,17,99,4,2009,2010,2012,1,3,2,1
210,0,79,130,1,2003,2011,2011,8,8,0,1
185,3750000,104,449,3,2009,2010,2012,1,3,2,1
358,8500000,30,213,3,1998,1999,2004,1,6,5,1
310,10918691,135,561,3,2010,2011,2013,1,3,2,1
284,2500000,17,74,1,2008,2010,2010,2,2,0,1
120,5000000,17,74,1,0,2007,2007,0,0,0,1
116,8500000,131,569,3,2008,2005,2011,-3,3,6,0
154,4000000,104,449,2,2010,2011,2012,1,2,1,1
137,8000000,131,530,1,0,2012,2012,0,0,0,0
210,0,104,449,1,0,2007,2007,0,0,0,1
269,0,131,569,1,1995,2002,2002,7,7,0,1
309,56000000,79,362,3,1998,1999,2001,1,3,2,1
63,64900000,17,344,7,1997,2000,2003,3,6,3,1
126,12000,140,593,2,2010,2010,2010,0,0,0,1
226,0,79,362,1,2006,2009,2009,3,3,0,0
1,1247051,104,449,2,0,2009,2010,0,0,1,0
29,60000000,17,74,3,2008,2010,2013,2,5,3,0
227,25000,120,512,1,2011,2012,2012,1,1,0,0
323,118000,131,569,1,2012,2013,2013,1,1,0,1
212,115000,36,167,1,2010,2010,2010,0,0,0,0
67,14229998,131,569,3,2007,2009,2011,2,4,2,1
110,45000000,131,432,4,2003,2005,2009,2,6,4,0
79,2750000,79,583,2,2007,2007,2009,0,2,2,1
79,0,137,567,1,2004,2006,2006,2,2,0,1
121,650000,148,618,2,2009,2010,2010,1,1,0,0
299,3000000,104,449,1,2009,2012,2012,3,3,0,0
79,425000,131,486,1,2011,2011,2011,0,0,0,1
79,16000000,17,701,2,2000,2002,2004,2,4,2,1
210,28000000,79,596,3,1997,2005,2010,8,13,5,1
208,3000000,140,319,1,2003,2006,2006,3,3,0,1
79,10400001,11,38,3,2007,2008,2010,1,3,2,1
346,150000,101,439,1,2007,2008,2008,1,1,0,0
1,24500000,159,186,3,2008,2006,2012,-2,4,6,1
126,13618793,17,99,6,2009,2010,2012,1,3,2,1
102,20800000,79,362,1,0,2014,2014,0,0,0,0
219,33400000,131,208,3,1998,2002,2005,4,7,3,1
210,3750000,79,583,1,2012,2012,2012,0,0,0,1
